"","mc_critic_score","mc_critic_num","mc_audience_score","mc_audience_num","imdb_score","imdb_reviews"
"1",59,46,6.7,211,6.7,94869
"2",78,57,8.4,694,8.3,319074
"3",47,42,8.3,1043,6.6,63232
"4",58,37,6.4,246,6.7,148784
"5",53,61,4.8,4766,6.7,327628
"6",60,59,5.4,1186,6.2,115436
"7",26,46,4.9,141,5.6,34158
"8",91,57,7.5,378,7.9,106646
"9",72,58,6.8,344,7.1,101453
"10",47,43,6.2,72,6.8,23215
"11",61,56,7.1,249,7.5,60975
"12",82,52,7.5,767,7.9,310883
"13",64,47,6.8,443,6.9,110236
"14",54,22,6.9,66,6.8,23672
"15",51,44,8,321,7.9,140794
"16",68,50,7,87,7.5,26427
"17",96,52,8.9,1233,8.6,416898
"18",22,29,4.2,68,4.8,20593
"19",90,56,7.1,474,7.5,170974
"20",33,31,3.1,37,4.4,6123
"21",41,28,4.2,94,4.2,14668
"22",62,27,6.7,27,5.9,2076
"23",48,37,6.3,148,5.8,40512
"24",35,24,4,40,3.8,6302
"25",64,17,4.7,97,5.3,14445
"26",70,9,8.7,34,8,1272
"27",64,46,6.2,130,6.8,60297
"28",68,37,6.8,58,6.8,17862
"29",29,13,4.2,35,4.6,6434
"30",58,57,7.8,552,7.9,219820
"31",39,5,7.4,13,6.1,3226
"32",81,47,8.2,529,8.1,219227
"33",71,47,6.1,67,6.8,15111
"34",44,35,5.3,123,5.7,39972
"35",41,12,5.6,27,6.5,4271
"36",49,39,4,31,4.8,4472
"37",72,30,8.1,56,7.6,11248
"38",32,51,5.5,484,2.7,33393
"39",50,45,6.3,138,6.4,35077
"40",45,36,3.9,33,5.2,7021
"41",80,50,7.2,159,7.3,42403
"42",68,45,7.5,134,7.5,40073
"43",74,43,6,88,7,14880
"44",52,24,7.2,19,6.6,3911
"45",59,60,9.1,6528,8.5,799161
"46",83,62,7.5,1522,7.7,472326
"47",46,7,5.2,56,5.7,15070
"48",51,32,6,55,6.6,30128
"49",43,40,6.2,194,6.6,68198
"50",47,28,6.1,158,6.7,46833
"51",49,25,1.8,86,3.2,7784
"52",66,41,7.2,147,6.4,14014
"53",46,23,5.2,91,5.8,20366
"54",73,38,7.6,73,7.6,36951
"55",24,16,4.2,33,4.9,7829
"56",66,46,6.7,114,6.9,31009
"57",55,38,6.5,270,6.7,110851
"58",55,31,5.3,48,6.6,16372
"59",83,51,8,386,7.6,105594
"60",NA,NA,NA,NA,NA,NA
"61",52,41,3.1,289,4.6,41421
"62",59,46,7.1,356,7.4,104239
"63",61,28,5.9,64,7,23305
"64",50,40,5.6,78,6.5,34272
"65",31,16,5.1,53,5.4,18053
"66",77,8,8.2,19,7.2,1519
"67",25,13,2.5,22,4.7,2547
"68",54,23,5.5,35,6.3,11267
"69",79,44,6.1,241,6.3,69800
"70",78,57,7.8,4697,8.4,723026
"71",55,54,6.6,1007,6.9,192059
"72",84,57,8,683,7.8,180607
"73",64,56,3.5,5036,6.9,413204
"74",69,55,7.6,1260,7.5,292506
"75",53,50,6.6,711,7,206918
"76",58,52,6.5,743,6.6,178512
"77",81,56,6.4,887,6.9,200387
"78",60,54,6.5,311,6.5,150994
"79",73,50,7.8,1000,7.5,247155
"80",71,42,8,415,7.5,93323
"81",55,26,6.2,90,6.5,43756
"82",53,48,7.5,816,6.6,125767
"83",71,53,7.6,1204,7.1,231783
"84",55,50,7,1244,7,338569
"85",51,55,5.8,218,6.3,60348
"86",43,53,6.6,541,6.7,192245
"87",48,46,7.2,822,6,120332
"88",46,40,5.9,92,6.9,41027
"89",65,51,6.7,226,6.6,49564
"90",64,42,6.6,74,7.4,32593
"91",69,49,7.3,392,7.3,114607
"92",53,49,8.6,2006,7.3,208805
"93",60,44,6.1,138,6.7,50567
"94",87,50,8.7,1506,8.4,319712
"95",38,51,4.3,336,5.6,98608
"96",53,35,6.2,155,5.9,50282
"97",55,45,6.2,194,6.8,97347
"98",39,11,4,26,4.4,3447
"99",45,33,6.1,114,6.4,67555
"100",61,33,6.4,141,6.2,49500
"101",66,54,6.7,224,6.7,71285
"102",43,52,5,656,5.8,139517
"103",54,51,4.1,753,6.3,121150
"104",63,23,4.9,76,6,18898
"105",48,26,6.1,151,6.3,74504
"106",66,39,7.1,507,6.8,125883
"107",41,28,4.7,103,5.3,33056
"108",57,42,5.7,248,5.7,73795
"109",49,29,3.4,45,5.2,18317
"110",69,52,7.9,516,8.2,324730
"111",80,56,6.1,769,6.6,165729
"112",60,33,5.5,91,5.9,58382
"113",38,49,5.2,201,5.7,64768
"114",53,39,5.3,93,5.6,33685
"115",53,27,7.8,110,7.2,34740
"116",45,22,5.5,37,5.8,8778
"117",26,31,7.6,430,6.2,68780
"118",50,14,6,29,6.7,12867
"119",60,23,6.7,53,6.4,17603
"120",49,37,4.7,29,5.4,9337
"121",46,17,6.5,42,6.2,7323
"122",58,37,7.2,178,7,96954
"123",60,31,6.1,137,6.2,54077
"124",39,25,4.7,38,5.6,11263
"125",35,28,3.7,75,5.4,40143
"126",17,5,6.9,44,6.5,3158
"127",57,39,6,128,6.2,51917
"128",59,6,7.9,189,7.9,20721
"129",67,45,6.6,221,6.8,82893
"130",48,35,6.2,163,5.8,37972
"131",64,38,6.8,177,6.8,81584
"132",57,31,6.2,145,6.2,50061
"133",61,54,6.5,269,7.2,108510
"134",72,54,6.5,475,7.1,156271
"135",49,50,7.7,1037,8,424683
"136",43,31,7.4,33,7.5,19016
"137",71,43,6.5,433,7.1,119892
"138",68,38,7.2,114,7.1,59187
"139",59,40,6.3,51,7,20848
"140",43,16,7,25,7.4,15519
"141",84,52,4.7,541,7.2,78030
"142",42,37,5.9,81,6.2,34550
"143",43,17,5.3,53,5,16245
"144",31,44,5.5,432,5.2,71810
"145",40,32,6.6,102,6.4,39936
"146",70,28,7.7,95,7.6,42505
"147",39,20,4.6,35,4.9,4823
"148",10,7,9.1,764,5.8,11877
"149",91,53,7.7,440,7.5,158577
"150",89,47,8.3,192,7.6,39812
"151",44,31,6.4,255,6.1,70645
"152",66,34,6.2,60,6,13516
"153",68,30,6.9,75,6.7,18780
"154",46,27,5.8,47,5.8,20326
"155",70,46,5.9,71,6.5,22839
"156",41,30,5,34,5.7,7146
"157",45,18,5.7,44,5.8,21048
"158",88,60,8.4,1468,7.7,309408
"159",36,17,6,15,5.8,3441
"160",87,53,7.1,139,7.1,37304
"161",91,26,8.6,76,8.3,25291
"162",35,42,3.9,55,5.4,11979
"163",30,8,4.7,80,5.4,27885
"164",71,44,6.6,78,6.9,16234
"165",54,42,6,76,6,22224
"166",49,25,6.3,25,7.1,7446
"167",62,33,7.7,164,7.6,46515
"168",24,23,2.8,93,3.8,27393
"169",60,36,7.3,94,6.8,29857
"170",51,39,6.4,45,6.5,12216
"171",37,38,4.5,91,5.3,31844
"172",40,14,6.8,100,6.6,49667
"173",69,18,7.3,17,7,1163
"174",72,33,5.8,40,6.8,12645
"175",60,47,5.4,102,6.3,35519
"176",53,52,5.5,144,5.5,42567
"177",39,11,3.6,36,6.1,14848
"178",35,4,6.4,5,6,1168
"179",55,24,6.3,36,6.5,14191
"180",54,19,5.4,73,6,44877
"181",28,4,3.8,16,4.5,1034
"182",79,40,6.7,57,6.3,8226
"183",75,41,7.5,79,7.2,29078
"184",40,41,6.9,71,6.2,11734
"185",49,22,5.5,10,6.1,3904
"186",52,25,5.6,19,5.8,4953
"187",NA,NA,NA,NA,8.1,954
"188",48,37,5.4,51,6.8,27628
"189",58,17,5.7,7,7.1,2672
"190",51,32,6.1,126,6.3,44057
"191",19,15,4.5,71,5.5,27686
"192",55,31,5.6,62,5.5,16026
"193",66,45,6.9,211,7.1,96672
"194",52,48,5.7,655,6.6,203134
"195",57,28,7.4,95,7.3,72480
"196",40,38,5.9,50,6.2,16890
"197",50,5,5.4,24,5.6,9583
"198",46,13,5.8,5,5.3,921
"199",NA,NA,NA,NA,8.8,969
"200",44,33,6.1,243,6.1,94897
"201",NA,NA,NA,NA,5.6,447
"202",83,56,7.3,515,7.5,192085
"203",84,57,6.9,248,6.9,80467
"204",74,50,6.8,264,6.9,126627
"205",56,24,8.3,338,6.8,174860
"206",57,24,5.1,21,6.1,6847
"207",58,25,6.8,35,6.4,13803
"208",39,38,4.7,84,5.5,26132
"209",60,25,6.7,71,6.6,30743
"210",37,10,4.5,44,5.2,16402
"211",35,46,6.3,1452,6.7,333231
"212",NA,NA,NA,NA,NA,NA
"213",32,28,3.7,153,5.3,58821
"214",NA,NA,NA,NA,NA,NA
"215",81,18,7.6,45,7,10699
"216",66,51,7.7,1127,7.7,451770
"217",80,49,6.9,87,6.7,37303
"218",62,45,7,95,7.3,45739
"219",81,44,7,115,7.4,25944
"220",42,12,6.3,31,6.2,6075
"221",43,30,4.9,47,5.6,31100
"222",75,32,7.2,53,6.7,14769
"223",69,48,7.2,98,6.9,27757
"224",84,56,7.4,556,7.3,153142
"225",57,38,5.7,105,6,41303
"226",NA,NA,NA,NA,NA,NA
"227",67,51,6.8,446,6.6,109231
"228",53,6,NA,NA,5.7,1017
"229",58,14,7.4,13,6.8,1759
"230",88,55,6.3,3148,7.3,582838
"231",68,54,8.7,3686,8.5,777320
"232",80,51,7.9,856,7.6,234120
"233",51,59,5.6,648,6.2,248916
"234",66,51,7.7,1127,7.7,451770
"235",58,44,6.7,560,6.9,301741
"236",86,60,8.2,808,7.7,273259
"237",70,56,7.1,729,7.1,287989
"238",62,54,6.1,1669,6.9,271353
"239",82,55,7.4,1085,7.5,381874
"240",54,23,6.1,137,6.3,51876
"241",46,46,5.5,280,5.7,136270
"242",61,50,5.2,429,6.2,170323
"243",64,55,7.3,1075,7.5,344001
"244",48,43,7.5,515,7.6,220956
"245",60,46,6.6,146,6.7,72570
"246",46,32,5.4,270,5.3,109113
"247",51,26,6.5,91,6.6,33191
"248",84,56,4.3,8802,7,539958
"249",50,43,6.6,160,6.7,119204
"250",45,46,5.7,272,6.1,134078
"251",53,52,2.8,224,4.2,39040
"252",31,43,3.5,141,4.5,51532
"253",60,43,7.4,207,7.3,64256
"254",30,8,7.9,58,7.3,13322
"255",83,51,7,411,7.2,126266
"256",54,39,4.6,130,5.2,50195
"257",66,41,7.2,324,6.9,191577
"258",53,37,4.9,59,6.1,23347
"259",51,43,5.3,190,5.8,97401
"260",49,23,5.5,126,5.7,49113
"261",69,46,6.3,142,6.2,66723
"262",44,45,4.8,336,5.6,100818
"263",48,52,6.3,615,6.3,182246
"264",50,38,6.5,223,6.2,104555
"265",56,35,6.4,158,6.5,104825
"266",67,41,6.9,209,6.8,113755
"267",46,32,4.9,63,5.6,31030
"268",48,49,4.3,435,5.4,110247
"269",42,27,4.9,62,6,31866
"270",61,50,7,246,7.1,115710
"271",48,45,3.7,104,5.5,45720
"272",87,53,7,971,7.3,350870
"273",53,51,5.4,331,6.6,156178
"274",42,24,4,30,5.4,12783
"275",53,20,4.5,43,5.6,15913
"276",54,43,6.3,117,6.5,62449
"277",49,24,6.3,105,7,85699
"278",87,49,7.2,852,7.3,209788
"279",32,14,3.6,34,5.8,7405
"280",36,14,4.4,49,5.2,9522
"281",57,27,6.1,28,5.7,11438
"282",40,35,5.8,109,5.8,52428
"283",35,33,4.1,130,5.2,42652
"284",88,38,8.2,274,7.8,56384
"285",72,38,8.1,294,7.6,91812
"286",75,50,7.3,315,7.4,161343
"287",56,44,6.3,169,6.3,97778
"288",45,36,4.9,97,5.2,27060
"289",38,36,5.3,103,6.1,60723
"290",63,26,6.6,120,6.7,50303
"291",29,26,5.9,91,6.5,47437
"292",31,32,7,196,6.4,59676
"293",52,43,5.8,115,6,63183
"294",79,51,7.1,900,6.9,264732
"295",82,55,8,469,7.9,128880
"296",39,11,3.3,14,4.8,5706
"297",56,31,6.2,75,6.6,42036
"298",58,20,6.7,100,6.7,45410
"299",41,29,6.7,83,6,22822
"300",30,15,2.3,125,3.2,24333
"301",88,50,7.8,927,8.2,400217
"302",81,48,8.3,834,8.4,340232
"303",69,25,6.4,123,6.8,15280
"304",65,41,7.2,173,7.2,64607
"305",77,47,7.8,371,7.5,168657
"306",71,34,7.8,289,7.6,125583
"307",28,18,4.3,72,5.4,27906
"308",48,25,5.7,73,5.2,25082
"309",59,35,6.4,53,6.4,23200
"310",71,46,7.5,216,7.4,128886
"311",85,41,8.5,116,8.4,21168
"312",60,28,6.9,244,6.6,77136
"313",35,23,4.4,33,4.9,8264
"314",27,48,4.5,101,5.4,22537
"315",90,51,7.7,482,7.5,103144
"316",52,30,5.5,27,5.1,5773
"317",31,14,1.4,31,3.7,3943
"318",60,43,7.2,269,7.1,119497
"319",58,33,6.7,60,6.6,28307
"320",52,11,7.5,28,6.6,6815
"321",94,50,7.6,891,7.4,219273
"322",80,51,7,214,6.9,54726
"323",67,33,7.3,62,6.5,11142
"324",36,18,6.3,25,6.7,13309
"325",43,28,6.3,74,6.6,47662
"326",43,42,4.8,93,6.1,37475
"327",89,49,7.9,269,7.4,56747
"328",93,53,8,1021,7.9,192233
"329",39,28,5.5,80,5.7,26490
"330",72,47,6.4,169,6.8,69375
"331",67,33,7.8,331,7.5,137613
"332",26,11,7.9,63,5.5,12377
"333",66,33,7.7,214,8,129952
"334",44,13,8,12,6.5,4184
"335",38,14,4.7,26,6.6,20749
"336",75,52,7.4,159,7,49071
"337",37,10,4.3,24,6,17720
"338",53,26,4.6,59,5.9,19781
"339",68,39,6.2,87,6.1,18180
"340",63,45,6.2,117,6.4,37453
"341",66,45,7.5,104,7.4,40910
"342",63,48,5.4,199,5.7,92775
"343",47,19,5.6,8,6.2,3729
"344",58,36,5.6,85,6.1,39629
"345",29,7,5.5,28,5.3,9158
"346",69,46,4.7,96,6.9,15798
"347",39,7,4.4,10,5.8,2116
"348",35,12,4.4,41,5.1,17739
"349",52,12,6.1,29,6.4,16895
"350",1,8,4.3,277,4.6,6143
"351",33,9,4.1,34,4.5,3153
"352",35,20,4.9,30,5.8,12520
"353",36,19,4.1,29,5.1,9078
"354",69,31,6.3,54,6.4,17605
"355",46,33,5.5,57,6.1,24861
"356",17,6,3,21,4.4,3998
"357",22,17,4.7,27,5.5,16832
"358",NA,NA,NA,NA,8.8,2387
"359",21,39,5.3,39,6.8,14844
"360",74,51,7.8,2017,7.9,552815
"361",NA,NA,NA,NA,6.7,4148
"362",45,52,6.4,2185,6.4,363649
"363",42,20,6.3,43,6.4,16879
"364",49,29,5.8,40,5.8,12825
"365",76,44,7.6,363,7.4,128439
"366",78,44,7.4,113,7,47912
"367",31,6,7.3,10,5.5,815
"368",30,26,5.6,109,6,58031
"369",52,46,6.4,389,6.5,198865
"370",56,28,6.3,41,5.9,13056
"371",61,44,6,35,6.1,10084
"372",40,11,3.7,10,5.1,1021
"373",NA,NA,NA,NA,5.6,349
"374",42,12,6.3,31,6.2,6075
"375",94,26,8.8,1153,8.9,1167192
"376",66,34,6.5,59,7.2,16979
"377",81,54,8.3,2183,8,431193
"378",85,48,7.4,1381,7.7,461009
"379",NA,NA,NA,NA,4.7,189
"380",16,12,4.1,23,4.3,4779
"381",42,30,4.7,82,5.6,39334
"382",NA,NA,NA,NA,7.6,21
"383",72,35,7.4,116,7.6,53373
"384",21,22,4,202,5.3,89150
"385",58,41,6.3,81,6.4,29397
"386",60,32,6.6,29,7,11410
"387",21,10,3.6,23,4.5,5857
"388",47,7,6.7,12,6.6,5726
"389",NA,NA,NA,NA,4.7,2372
"390",58,35,5.9,67,6.8,30002
"391",44,44,6.4,513,6.7,256957
"392",65,47,6.7,704,7.1,259824
"393",76,50,7.6,2621,7.4,528176
"394",67,48,7.7,1803,7.6,540504
"395",73,51,7.6,2059,7.4,485354
"396",69,49,7.8,1284,7.3,434646
"397",49,37,5.7,248,6.3,106328
"398",77,51,8.4,2409,8.1,616862
"399",56,45,6.9,694,6.7,196357
"400",94,53,8.3,2906,7.9,518533
"401",75,48,7.6,583,7.3,126403
"402",50,32,5.2,237,6.3,103361
"403",39,45,6.3,800,6.6,249879
"404",62,49,6.6,735,6.6,258403
"405",74,47,7.5,377,7.8,189097
"406",59,41,7,327,6.7,69469
"407",82,50,8,755,7.4,218475
"408",62,48,7,808,7.3,401957
"409",27,47,4.1,538,5.2,130132
"410",65,51,7.6,3310,7.8,531446
"411",94,54,8.4,2130,8,478709
"412",59,37,6.2,241,7.1,127409
"413",71,35,5.6,103,6.2,32613
"414",33,39,3,250,4.6,87932
"415",86,53,7.8,1242,7.6,412083
"416",62,29,6.7,275,6.5,105799
"417",75,43,8,1044,7.5,344482
"418",12,26,2.1,783,3.3,53093
"419",44,30,6.8,491,5.9,99014
"420",34,44,4.7,492,5.4,166804
"421",47,42,6.5,298,6.9,177997
"422",65,52,5.8,1252,6.4,244523
"423",69,25,6.8,156,6.2,23955
"424",43,32,6.2,131,7.2,62304
"425",55,33,5.3,111,6,21360
"426",37,47,4.7,281,5.5,153440
"427",32,18,5.6,60,6.3,28948
"428",58,26,6.8,284,6.5,107485
"429",63,50,6.6,409,6.7,167252
"430",65,50,6.9,256,7.2,150449
"431",34,46,4.4,371,5.6,121086
"432",17,10,2.2,39,3.8,3872
"433",69,45,7.8,310,8,202478
"434",45,41,3.1,111,4.5,32089
"435",42,40,5.7,257,5.9,120507
"436",40,25,5.7,67,6,17398
"437",50,31,6.1,86,6.6,73350
"438",38,22,4.3,66,5.8,20205
"439",42,25,4.8,265,5.2,82750
"440",41,48,6.7,700,7,335049
"441",52,24,5.3,124,5.6,45995
"442",86,47,7,376,7.5,114996
"443",81,44,7.8,733,7.6,253465
"444",52,42,6.8,983,6.3,189353
"445",51,45,6.4,601,6.5,154931
"446",41,45,7.2,592,6.7,183709
"447",39,18,6,192,5.8,64631
"448",45,30,5.8,124,6.2,65976
"449",55,23,7.1,175,7,93427
"450",52,26,5.2,47,6.4,30773
"451",73,44,7.8,347,7.7,190438
"452",41,23,5.5,62,5.6,14717
"453",37,28,5.1,60,5.6,38214
"454",54,11,5.3,37,5.9,13350
"455",79,48,7.3,243,7.2,93893
"456",69,42,7.1,155,7.4,83920
"457",44,26,4.9,48,5.9,32262
"458",23,17,5.4,151,5.8,67129
"459",48,37,5.1,101,6.4,63108
"460",54,44,6.4,516,6.6,198324
"461",39,30,6.8,190,6.2,97088
"462",36,19,4.3,29,5.4,5522
"463",25,23,4.1,106,4.5,36480
"464",78,51,6.9,311,7,120693
"465",41,29,5.4,37,5.8,26117
"466",49,19,5.1,373,5.5,80766
"467",30,22,4.5,67,5.6,38721
"468",60,33,7.5,144,7.6,93311
"469",37,22,3.1,79,4.2,20398
"470",51,40,4.6,101,5.2,44546
"471",39,13,7.2,119,6.1,5700
"472",48,18,6,26,6.8,18608
"473",34,15,4.5,45,5.6,28502
"474",39,16,3.5,55,4.3,6506
"475",96,52,8.2,902,7.8,234175
"476",43,32,4.9,187,5.3,79832
"477",28,26,4.8,75,6,40801
"478",36,38,6.1,968,5.7,178536
"479",75,51,6.9,867,6.6,180711
"480",57,36,7.2,73,7,36202
"481",56,40,6,64,7.1,27359
"482",27,20,3.9,90,5.2,39310
"483",77,49,6.6,188,7.3,45067
"484",99,53,7.2,1564,7.4,256907
"485",50,6,7.6,33,6.2,7347
"486",32,24,7.1,107,5,17111
"487",78,43,6.2,344,6.2,78759
"488",57,14,6.1,17,7.2,3342
"489",66,25,6.7,43,7.1,20808
"490",66,47,7.4,172,7.2,112586
"491",73,46,6.3,143,6.7,47619
"492",58,31,6.4,79,6.4,43291
"493",45,27,3.8,30,5.1,13052
"494",66,50,7.3,1153,7.3,392923
"495",77,45,6.2,182,6.3,49001
"496",49,43,7.9,186,6.4,50336
"497",44,21,5.1,86,6.1,41703
"498",68,34,6.4,44,6.5,11421
"499",48,16,6.9,27,5.9,4354
"500",81,52,8.1,1755,7.9,565506
"501",78,44,7,234,6.6,74448
"502",49,30,7.1,160,6,166559
"503",47,40,7.5,258,6.4,80143
"504",33,32,5,74,6.4,45875
"505",49,40,6.4,72,6.7,54567
"506",68,36,5.5,48,6,8656
"507",35,13,4.5,27,5.5,6889
"508",79,48,7.6,319,7.2,95298
"509",23,40,4,120,5.1,55392
"510",23,40,6.2,176,6.8,87385
"511",63,7,5.7,15,6.1,1455
"512",42,49,4.4,116,5.7,37960
"513",83,40,7.3,137,7.3,37351
"514",42,35,5,97,5.8,65606
"515",31,31,4.6,56,6.6,22644
"516",76,41,7.4,96,6.9,38320
"517",31,18,4.6,44,5.3,23421
"518",76,40,7.8,228,7.5,77408
"519",40,29,5.8,30,5.8,24759
"520",33,5,4.4,21,5.3,5278
"521",55,32,6.7,169,6.5,68806
"522",90,10,7.8,190,7.6,177533
"523",71,39,7.2,92,6.6,33360
"524",72,49,8.1,1813,7.5,569380
"525",71,47,8.3,750,8.1,409193
"526",NA,NA,NA,NA,5.8,939
"527",54,19,7.7,17,6.4,5341
"528",38,21,4.4,38,6.2,17292
"529",NA,NA,NA,NA,3.9,16129
"530",36,5,5.5,14,6.1,1675
"531",33,10,8.4,98,5.7,14428
"532",80,41,7.6,224,7.4,74757
"533",63,39,6.5,139,6.4,39690
"534",40,37,5.2,18,5.7,6494
"535",68,38,6.3,69,7.1,21510
"536",NA,NA,NA,NA,5.4,967
"537",NA,NA,NA,NA,7.4,5574
"538",NA,NA,NA,NA,NA,NA
"539",60,44,6.7,243,7.1,135839
"540",67,45,7.7,472,7.5,225221
"541",51,45,7.3,418,7.3,250105
"542",57,43,6.7,318,6.7,150022
"543",56,31,6.3,118,6.8,54062
"544",55,27,5.1,14,6.1,5678
"545",47,43,5.6,187,6.1,131958
"546",42,47,5.5,185,6.2,151381
"547",NA,NA,NA,NA,4.3,3863
"548",74,46,7.6,372,7.4,225017
"549",38,36,5.3,61,5.6,21903
"550",77,38,7.7,212,7.3,97602
"551",73,40,6.5,59,7.4,14438
"552",64,41,6.9,128,7.5,60157
"553",54,50,6.5,314,6.9,178906
"554",25,14,3.7,35,4.8,12123
"555",NA,NA,NA,NA,4,876
"556",NA,NA,NA,NA,5.1,373
"557",77,48,7.3,800,7.3,230083
"558",75,53,8.3,3618,7.8,635019
"559",61,39,6.2,380,6.5,177140
"560",77,49,7.5,756,7.4,252393
"561",65,49,8.1,3242,8,872839
"562",78,43,8.7,1550,8,414661
"563",44,51,6.9,6483,6.5,605812
"564",40,53,6,3480,6,579118
"565",80,55,6.8,7422,7.9,838496
"566",76,50,8,1707,8,674958
"567",58,50,6.4,480,6.6,201649
"568",68,50,6.7,890,7.1,220642
"569",52,48,6.5,1367,6.9,380251
"570",66,34,7.4,389,7.1,127465
"571",60,52,2.8,1992,5.2,197727
"572",52,35,6.5,246,6.3,152155
"573",44,41,6.1,345,6.2,158826
"574",60,34,5.3,198,6.2,109525
"575",43,27,6.3,352,6.3,77047
"576",32,40,4.6,596,5.2,161933
"577",65,38,7.7,606,7.3,214364
"578",66,39,5.6,628,6.1,169697
"579",32,29,4.5,94,5.9,51749
"580",71,39,7.6,564,7.1,207834
"581",42,30,7.9,331,6.2,104120
"582",40,30,5.7,343,6,81691
"583",55,31,6,213,6,86520
"584",34,42,5.9,327,6.2,87795
"585",71,42,6.7,174,6.7,52279
"586",48,49,6,241,6.5,162607
"587",30,14,4.7,40,4.6,7398
"588",76,43,7.7,936,7.2,279328
"589",58,34,7,312,6.3,109729
"590",33,33,4.3,277,5.7,103812
"591",46,33,6.3,329,6.5,236623
"592",34,27,4.3,191,5.7,53780
"593",40,39,4.5,105,5.4,41610
"594",28,35,5.2,231,5.9,139191
"595",44,20,5.9,48,7.1,19907
"596",68,52,7.3,278,7.1,144321
"597",37,32,5.3,76,6,27406
"598",51,36,6.7,232,7.4,195703
"599",66,47,6,242,6.4,74358
"600",58,39,5.4,216,5.7,109833
"601",59,35,6.3,279,6.3,115398
"602",67,30,5.6,73,5.9,13937
"603",48,36,6.9,289,7.3,112770
"604",35,41,5.2,193,6.1,94385
"605",84,38,8.1,520,7.8,113451
"606",32,40,8.2,2982,6.8,236210
"607",51,32,6,98,6.1,78654
"608",81,45,8.2,699,7.8,341652
"609",51,32,6.7,169,6,79740
"610",57,41,7.4,276,7.1,168954
"611",55,44,6.6,185,6.5,91546
"612",68,51,7.5,1561,7.8,490009
"613",58,33,6.7,228,6.5,110769
"614",58,36,6.3,142,6,61339
"615",51,28,7,82,6.3,24254
"616",70,51,7.6,617,7.4,264098
"617",42,10,7,251,6,75721
"618",21,27,4,237,5.9,109034
"619",65,26,7.1,164,6.1,51304
"620",33,30,5.2,321,5.2,96305
"621",18,30,2.6,91,5.7,31472
"622",25,25,4.5,369,5.4,101621
"623",72,50,6,479,6.3,119521
"624",33,21,3.8,107,5,15946
"625",28,9,2.7,18,5.1,5429
"626",34,42,4.1,201,4.7,62932
"627",56,48,6.5,277,6.6,124166
"628",58,39,6.6,120,6.8,59642
"629",71,41,7,149,6.8,48781
"630",88,47,8.1,682,7.6,194141
"631",34,30,6.8,194,4.8,38731
"632",38,34,5.1,146,5.7,40311
"633",83,46,7.3,871,6.9,183601
"634",59,42,6.5,99,6.5,65302
"635",60,22,4.6,36,5.9,8690
"636",57,44,6.4,90,6.6,48269
"637",58,43,7.1,215,7.3,129605
"638",38,15,5.3,121,5.7,73172
"639",53,38,7.1,118,6.9,48934
"640",47,41,4.7,178,5,39645
"641",22,8,2.1,151,4.3,11052
"642",63,35,6.3,151,6.2,44254
"643",51,13,6.1,28,6.1,7254
"644",11,16,2.8,121,5.3,20136
"645",56,35,6.6,71,7.1,33306
"646",93,45,8.1,925,8.1,399031
"647",88,45,8,419,7.5,125910
"648",26,23,4.5,42,6.6,33107
"649",73,39,7.1,178,7.3,76376
"650",47,29,6.2,114,5.8,48563
"651",55,39,6.2,145,7.1,83053
"652",21,18,1.3,138,3.4,8432
"653",69,50,5.5,112,6.4,19443
"654",54,34,7.2,145,7.4,81675
"655",66,38,7.3,107,7,65588
"656",34,31,6.8,117,5.9,55356
"657",36,27,7.6,189,6.3,56637
"658",63,25,7.2,72,6.6,18273
"659",87,36,6.9,110,6.4,22326
"660",34,21,4,137,5.3,56624
"661",2,17,4.8,307,5.3,6555
"662",52,41,6.3,130,6.3,63514
"663",60,44,6.9,98,7.2,49901
"664",66,37,6.7,367,6.7,97919
"665",65,45,6.6,710,6.5,272874
"666",28,11,2.3,114,3.5,18819
"667",64,37,6.6,140,6.6,67838
"668",45,34,5.5,122,5.8,49478
"669",27,10,2.4,57,4.4,13526
"670",82,42,8,708,7.6,239156
"671",70,30,7,49,6.7,24853
"672",86,43,8.3,674,8.1,349512
"673",41,8,5,8,4.9,3268
"674",68,43,7.7,204,6.7,51658
"675",51,30,7.8,534,6.7,83372
"676",26,4,7.3,600,4.8,35391
"677",94,45,7.9,640,7.2,109713
"678",29,19,6.5,320,5.6,9539
"679",36,17,3.8,25,5.4,5461
"680",44,34,6.1,187,6.2,88232
"681",66,41,6.9,247,7.1,157404
"682",33,9,5.4,24,5.6,3065
"683",74,43,5.6,40,6.3,7484
"684",62,34,6.7,46,6.8,23936
"685",30,9,4.9,38,5.2,11085
"686",54,31,6,38,6.6,14223
"687",64,36,7.3,283,7,100866
"688",63,34,6.2,41,6.7,18399
"689",48,33,5.7,73,5.8,37849
"690",22,7,2.9,74,4.6,17746
"691",60,40,5.4,30,5.7,9043
"692",79,42,7.2,302,7,101254
"693",80,46,8,1834,8,730762
"694",60,48,6.8,1185,6.8,372476
"695",31,7,2.7,31,3.9,8815
"696",43,6,4.8,11,6.4,817
"697",49,42,7.2,139,7,85014
"698",47,47,6.8,206,6.9,116084
"699",67,31,8,217,7.1,40950
"700",81,48,7.6,590,7.6,277422
"701",53,42,5.9,67,6.2,20429
"702",47,35,5,28,5.7,6059
"703",49,17,5.2,65,5.9,20201
"704",51,45,6.3,299,6.2,79720
"705",NA,NA,NA,NA,NA,NA
